"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3MX93TRS","journalArticle","2007","Silling, S.; Epton, M.; Weckner, O.; Xu, J.; Askari, E.","Peridynamic States and Constitutive Modeling","US Department of Energy Publications","","","","http://digitalcommons.unl.edu/usdoepub/95","","2007-01-01","2015-02-23 12:56:46","2015-02-23 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\ilyass\Zotero\storage\QEKW6U5E\Silling et al. - 2007 - Peridynamic States and Constitutive Modeling.html; ","https://drive.google.com/file/d/0B1jXoaQhrGctWS0wUlVSSW4wU1U/view?usp=sharing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3PCZG6KA","presentation","2014","Tabiai, Ilyass","Meeting4","","","","","","","2014-02-24","2014-02-26 17:24:44","2018-08-23 17:18:01","","","","","","","","","","","","","","","","","","","","","","","","","https://drive.google.com/file/d/0B1jXoaQhrGctVVFrenFSTDFndFE/edit?usp=sharing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46INQKP3","journalArticle","2013","Toumi, Rim Ben; Renard, Jacques; Monin, Martine; Nimdum, Pongsak","Fatigue Damage Modelling of Continuous E-glass Fibre/Epoxy Composite","Procedia Engineering","","1877-7058","10.1016/j.proeng.2013.12.126","http://www.sciencedirect.com/science/article/pii/S1877705813019590","Static and fatigue tension tests have been performed on continuous E-glass fibre reinforced epoxy composite. All tests were followed by non-destructive techniques: acoustic emission records (AE) and microscopic observations in addition to stiffness monitoring with an extensometer in order to investigate damage mechanisms occurring under both static and fatigue loadings. The data obtained were used to identify the modes of damage and its effects on the macroscopic behaviour of the composite material under both static and fatigue loading. Then, a fatigue model was used to predict the fatigue life of the composite under tension-tension cyclic tests. This model reduces drastically the number of fatigue tests required to obtain S-N curves. Experimental data were in excellent agreement with model predictions.","2013","2014-11-12 17:11:23","2014-11-12 17:11:23","2014-11-12 17:11:23","723-736","","","66","","Procedia Engineering","","Fatigue Design 2013, International Conference Proceedings","","","","","","","","","","","ScienceDirect","","","","C:\Users\ilyass\Zotero\storage\TXMR27JJ\Toumi et al. - 2013 - Fatigue Damage Modelling of Continuous E-glass Fib.pdf; C:\Users\ilyass\Zotero\storage\TAHR9BTB\S1877705813019590.html","","","Acoustic emission; Damage mechanisms; E-glass fibre/epoxy composite; Fatigue life model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4783U4E3","journalArticle","2006","París, Federico; Correa, Elena; Mantič, Vladislav","Kinking of Transversal Interface Cracks Between Fiber and Matrix","Journal of Applied Mechanics","","0021-8936","10.1115/1.2711220","http://dx.doi.org/10.1115/1.2711220","Under loads normal to the direction of the fibers, composites suffer failures that are known as matrix or interfiber failures, typically involving interface cracks between matrix and fibers, the coalescence of which originates macrocracks in the composite. The purpose of this paper is to develop a micromechanical model, using the boundary element method, to generate information aiming to explain and support the mechanism of appearance and propagation of the damage. To this end, a single fiber surrounded by the matrix and with a partial debonding is studied. It has been found that under uniaxial loading transversal to the fibers direction the most significant phenomena appear for semidebonding angles in the interval between 60deg and 70deg. After this interval the growth of the crack along the interface is stable (energy release rate (ERR) decreasing) in pure Mode II, whereas it is plausibly unstable in mixed mode (dominated by Mode I for semidebondings smaller than 30deg) until it reaches the interval. At this interval the direction of maximum circumferential stress at the neighborhood of the crack tip is approximately normal to the applied load. If a crack corresponding to a debonding in this interval leaves the interface and penetrates into the matrix then: (a) the growth through the matrix is unstable in pure Mode I; (b) the value of the ERR reaches a maximum (in comparison with other debonding angles); and (c) the ERR is greater than that released if the crack continued growing along the interface. All this suggests that it is in this interval of semidebondings (60–70deg) that conditions are most appropriate for an interface crack to kink. Experiments developed by the authors show an excellent agreement between the predictions generated in this paper and the evolution of the damage in an actual composite.","2006-09-27","2014-01-31 19:51:58","2014-01-31 19:51:58","2014-01-31 19:51:58","703-716","","4","74","","J. Appl. Mech.","","","","","","","","","","","","","Silverchair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4DHKJMU5","journalArticle","2013","Zhang, Yancheng; Zhao, Junhua; Jia, Yue; Mabrouki, Tarek; Gong, Yadong; Wei, Ning; Rabczuk, Timon","An analytical solution on interface debonding for large diameter carbon nanotube-reinforced composite with functionally graded variation interphase","Composite Structures","","0263-8223","10.1016/j.compstruct.2013.04.029","http://www.sciencedirect.com/science/article/pii/S0263822313001931","A three-dimensional (3D) analytical solution is derived for homogeneous cylinder with the functionally graded variation interphase (FGVI) at the inner surface. Based on the 3D solution, the dilute solution-based homogeneous model is adopted for the carbon nanotube (CNT)-reinforced nanocomposite considering FGVI and effective fibre modulus, in which the van der Waals-based cohesive law is adopted for the connection between CNT and the interphase. Parametric studies demonstrate that: (1) FGVI increases the composite stiffness, while it leads to the earlier debonding of the cohesive interface. (2) The peak strength of the macroscopic stress–strain is greatly influenced by the cohesive strength at the interface, higher cohesive strength leads to higher macroscopic peak strength. (3) The peak strength of the macroscopic stress–strain relation is underestimated without considering the effective fibre modulus, and the influence of the effective FGVI modulus is larger than that of the effective fibre. (4) CNTs of the large diameter bring the stress drop at a very small strain, especially for the large volume fraction of CNT.","2013-10","2014-02-24 20:11:44","2014-02-24 20:11:44","2014-02-24 20:11:44","261-269","","","104","","Composite Structures","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\ilyass\Zotero\storage\7ZSIPC57\Zhang et al. - 2013 - An analytical solution on interface debonding for .pdf; C:\Users\ilyass\Zotero\storage\MRXR7Z8X\S0263822313001931.html","","","3D analytical solution; CNT-reinforced nanocomposites; Effective fibre modulus; Functionally graded variation interphase (FGVI); van der Waals (vdW) force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4E2G4UFT","journalArticle","2007","Tan, H.; Jiang, L. Y.; Huang, Y.; Liu, B.; Hwang, K. C.","The effect of van der Waals-based interface cohesive law on carbon nanotube-reinforced composite materials","Composites Science and Technology","","0266-3538","10.1016/j.compscitech.2007.05.016","http://www.sciencedirect.com/science/article/pii/S0266353807001923","The nonlinear cohesive law derived from the weak van der Waals force for carbon nanotube/polymer interfaces is incorporated in present study of CNT-reinforced composites. Carbon nanotubes can indeed improve the mechanical behavior of composite at the small strain, but such improvement disappears at relatively large strain because the completely debonded nanotubes behave like voids in the matrix and may even weaken the composite. The increase of interface adhesion between carbon nanotubes and polymer-matrix may significantly improve the composite behavior at the large strain.","2007-11","2014-06-04 00:42:43","2014-06-04 00:42:43","2014-06-04 00:42:43","2941-2946","","14","67","","Composites Science and Technology","","Polymer Nanocomposites - Modeling, Mechanical and Functional Properties Polymer Nanocomposites","","","","","","","","","","","ScienceDirect","","","","C:\Users\ilyass\Zotero\storage\4Q8G9NH7\Tan et al. - 2007 - The effect of van der Waals-based interface cohesi.html","","","A. Carbon fibres; A. Polymer-matrix composites (PMCs); B. Fibre/matrix bond; B. Interface; C. van der Waals force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4GEPA88X","journalArticle","2015","Ashouri Vajari, Danial; Sørensen, Bent F.; Legarth, Brian Nyvang","Effect of fiber positioning on mixed-mode fracture of interfacial debonding in composites","International Journal of Solids and Structures","","0020-7683","10.1016/j.ijsolstr.2014.10.023","http://www.sciencedirect.com/science/article/pii/S0020768314004028","Under transverse tensile loading, fibers oriented perpendicular to the tensile direction can undergo fiber/matrix debonding. Experiments show that the first stage of fiber/matrix interface debonding is mode-I dominated fracture with very fast crack growth rate. Subsequent stable crack propagation along the interface is due to mixed mode I/II fracture. The aim of this study is to explore ways to stabilize the early stage of debonding so that it becomes possible to determine the mixed mode interfacial fracture properties for the entire mode-mixity range by in-situ observations. Therefore, the objective of this study is to stabilize crack initiation in the dominant mode-I fracture by changing the position of one fiber with its neighboring fiber or hole using the finite element analysis. The progressive fiber/matrix debonding is studied by focusing on the interaction of one fiber with its neighboring fiber or hole. The results show that decrease of the position angle stabilize the crack growth at the interface in the ligaments. This effect is more significant in the cases with small ligament thickness. In the two-fiber model and at very small ligaments the results show that the crack growth stops when the crack tips meet each other in the ligament and further crack growth is under dominant mode-II fracture. In the fiber-hole model, both the crack initiation and propagation are stabilized by decrease of the position angles at very thin ligaments. This paper suggests to use two fibers instead of a single fiber in order to ease the characterization of interfacial properties.","2015-01-15","2014-11-24 17:31:15","2014-11-24 17:31:15","2014-11-24 17:31:15","58-69","","","53","","International Journal of Solids and Structures","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\ilyass\Zotero\storage\34VKI8M2\Ashouri Vajari et al. - 2015 - Effect of fiber positioning on mixed-mode fracture.pdf; C:\Users\ilyass\Zotero\storage\XXGJNE5S\Ashouri Vajari et al. - 2015 - Effect of fiber positioning on mixed-mode fracture.html","","","Composites; Finite element; Interfacial debonding; Micromechanics; Mode-mixity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4M6KNMVG","journalArticle","2007","Zhang, J. M.; Li, S. X.; Yang, Z. G.; Li, G. Y.; Hui, W. J.; Weng, Y. Q.","Influence of inclusion size on fatigue behavior of high strength steels in the gigacycle fatigue regime","International Journal of Fatigue","","0142-1123","10.1016/j.ijfatigue.2006.06.004","http://www.sciencedirect.com/science/article/pii/S0142112306001836","The fatigue properties of four high strength steels with same strength class but containing different inclusion sizes were investigated using an ultrasonic fatigue testing machine in the gigacycle fatigue regime. The fracture surfaces were observed using field emission scanning electron microscopy (FESEM) and element distributions at the crack origins were measured by an electron probe microanalyzer (EPMA). The fatigue behavior can be divided into three categories:(a) The S–N curve displays a continuous decline and the internal cracks initiated from the large oxide inclusions for commercial 50CrV4 steel in which the average inclusion size is about 29 μm. (b) Step-wise S–N curves were observed for clean 54SiCrV6 and clean 50CrV4 steels in which the average inclusion sizes are about 3.0 and 2.4 μm respectively. Most fatigue failures originated from the VC inclusion clusters at the lower stress amplitudes. (c) For clean 54SiCr6 steel in which the inclusion size is smaller than 1 μm, the fatigue cracks did not initiated from inclusions or inclusion clusters but from the region enriched with carbon. S–N curve shows that the fatigue failure hardly occurs from 106 to 109 cycles, in other words, the fatigue reliability can be substantially improved in the super long fatigue life regime.","2007-04","2014-11-03 21:46:12","2014-11-03 21:46:12","2014-11-03 21:46:12","765-771","","4","29","","International Journal of Fatigue","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\ilyass\Zotero\storage\3MEDQE6X\Zhang et al. - 2007 - Influence of inclusion size on fatigue behavior of.pdf; C:\Users\ilyass\Zotero\storage\PBBE6Z9K\Zhang et al. - 2007 - Influence of inclusion size on fatigue behavior of.html","","","Gigacycle fatigue; High strength steel; Inclusion size; S–N curve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4MH34RV7","journalArticle","2014","Mortazavi, F.; Ghossein, E.; Lévesque, M.; Villemure, I.","High resolution measurement of internal full-field displacements and strains using global spectral digital volume correlation","Optics and Lasers in Engineering","","0143-8166","10.1016/j.optlaseng.2013.10.007","http://www.sciencedirect.com/science/article/pii/S0143816613003059","Thanks to its ability to non-destructively access internal strains in materials, Digital Volume Correlation (DVC) is gaining growing interest from both experimental and theoretical mechanics communities. One important issue in the implementation of DVC is the considerable computational costs associated with the huge amount of data, which hinders the applications of the technique, especially for high-resolution displacement and strain measurements. In this paper, we propose an accurate global DVC approach based on a Fourier decomposition for the kinematic basis of the sought displacement field. The approach, referred to as IS-DVC, leads to an algorithm whose computational complexity is not considerably increased by increasing the number of Degrees of Freedom (DOF) of the kinematic basis, thus being computationally efficient using the Fast Fourier Transform (FFT). Artificial experiments have been used to evaluate the uncertainties of IS-DVC at high resolutions. Especially, displacement fields of 3D composites with spherical and non-aligned ellipsoidal particles at small scales were reconstructed. Resulting measurements revealed close similarities in terms of strain heterogeneities throughout the volume with the benchmark strains. Furthermore, it was shown that, in the presence of a discontinuity, the measurement uncertainties are not significantly affected, except for regions surrounding the discontinuity, hence validating the robustness of the reconstructed displacement field at a large number of DOF.","2014-04","2014-02-03 22:20:01","2014-02-03 22:20:01","2014-02-03 22:20:01","44-52","","","55","","Optics and Lasers in Engineering","","","","","","","","","","","","","ScienceDirect","","","","; C:\Users\ilyass\Zotero\storage\SS4HSRE9\Mortazavi et al. - 2014 - High resolution measurement of internal full-field.pdf; C:\Users\ilyass\Zotero\storage\ZIRXDTDW\S0143816613003059.html","https://drive.google.com/file/d/0B1jXoaQhrGctS1NZYWhydDdmTlU/edit?usp=sharing","","Composite materials; Digital Volume Correlation (DVC); Global approach; High-resolution measurements; Spectral decomposition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59QA84U4","journalArticle","2012","Roiko, Andrew; Hänninen, Hannu; Vuorikari, Hannu","Anisotropic distribution of non-metallic inclusions in a forged steel roll and its influence on fatigue limit","International Journal of Fatigue","","0142-1123","10.1016/j.ijfatigue.2011.12.023","http://www.sciencedirect.com/science/article/pii/S0142112312000035","The objective of this work is to determine the fatigue limit of a forged heavy-weight steel roll, and to compare the estimated fatigue limit and its standard deviation with the theoretically predicted lower fatigue limit. The examination of the extreme value distribution of the inclusions located at the site of fatigue crack nucleation on the fracture surface of the fatigue test bars is compared with the extreme value distribution of the inclusions found on polished specimen. The extreme value distribution of the non-metallic inclusions is used to predict the theoretical lower fatigue limit of the steel. The experimental part of the paper consists of the fatigue testing of 61 test bars that were taken from a process industry forged steel roll. The estimation and comparison of the fatigue limit and its deviation was done using the least squares and binomial analysis methods. The results from this analysis are compared with the theoretically predicted upper and lower fatigue limit. The fatigue tests show that the fatigue test bars orientated tangentially to the axis of the forged steel roll have significantly lower fatigue lives when compared to the fatigue lives of the test specimens orientated along the axial direction of the forged steel roll.","2012-08","2014-11-03 21:46:38","2014-11-03 21:46:38","2014-11-03 21:46:38","158-167","","","41","","International Journal of Fatigue","","Fatigue Design & Material Defects","","","","","","","","","","","ScienceDirect","","","","C:\Users\ilyass\Zotero\storage\IHFK7DG9\Roiko et al. - 2012 - Anisotropic distribution of non-metallic inclusion.pdf; C:\Users\ilyass\Zotero\storage\AK8KZ47R\Roiko et al. - 2012 - Anisotropic distribution of non-metallic inclusion.html","","","Binomial analysis; Extreme value analysis; Fatigue limit; Non-metallic inclusions; Staircase test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
