"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"F3ZVW7RM","journalArticle","2009","Al-Saleh, Mohammed H; Sundararaj, Uttandaraman","A review of vapor grown carbon nanofiber/polymer conductive composites","Carbon","","0008-6223","","","","2009","2019-06-11 15:43:04","2019-06-11 15:43:04","","2-22","","1","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D8MUBZDB","journalArticle","2008","Amadou, Julien; Chizari, Kambiz; Houllé, Matthieu; Janowska, Izabela; Ersen, Ovidiu; Bégin, Dominique; Pham-Huu, Cuong","N-doped carbon nanotubes for liquid-phase CC bond hydrogenation","Catalysis Today","","0920-5861","","","","2008","2019-06-11 15:43:04","2019-06-11 15:43:04","","62-68","","1","138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33AN7AVD","journalArticle","2004","An, K. H; Jeong, S. Y; Hwang, H. R; Lee, Y. H","Enhanced Sensitivity of a Gas Sensor Incorporating Single-Walled Carbon Nanotube–Polypyrrole Nanocomposites","Advanced Materials","","1521-4095","10.1002/adma.200306176","http://dx.doi.org/10.1002/adma.200306176","","2004","2019-06-11 15:43:04","2019-06-11 15:43:04","","1005-1009","","12","16","","","","","","","","","","","","","","","","","","","","","Carbon nanotubes; single-walled Gas sensors Nanocomposite materials Polypyrrole","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79AJUFA3","journalArticle","2011","Arjmand, Mohammad; Mahmoodi, Mehdi; Gelves, Genaro A; Park, Simon; Sundararaj, Uttandaraman","Electrical and electromagnetic interference shielding properties of flow-induced oriented carbon nanotubes in polycarbonate","Carbon","","0008-6223","","","","2011","2019-06-11 15:43:04","2019-06-11 15:43:04","","3430-3440","","11","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NR2HZYGZ","journalArticle","2010","Bae, Sukang; Kim, Hyeongkeun; Lee, Youngbin; Xu, Xiangfan; Park, Jae-Sung; Zheng, Yi; Balakrishnan, Jayakumar; Lei, Tian; Ri Kim, Hye; Song, Young Il; Kim, Young-Jin; Kim, Kwang S.; Ozyilmaz, Barbaros; Ahn, Jong-Hyun; Hong, Byung Hee; Iijima, Sumio","Roll-to-roll production of 30-inch graphene films for transparent electrodes","Nat Nano","","1748-3387","http://www.nature.com/nnano/journal/v5/n8/abs/nnano.2010.132.html#supplementary-information","http://dx.doi.org/10.1038/nnano.2010.132","","2010","2019-06-11 15:43:04","2019-06-11 15:43:04","","574-578","","8","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RNSSALTZ","journalArticle","2002","Baughman, Ray H.; Zakhidov, Anvar A.; de Heer, Walt A.","Carbon Nanotubes–the Route Toward Applications","Science","","","10.1126/science.1060928","http://www.sciencemag.org/content/297/5582/787.abstract","Many potential applications have been proposed for carbon nanotubes, including conductive and high-strength composites; energy storage and energy conversion devices; sensors; field emission displays and radiation sources; hydrogen storage media; and nanometer-sized semiconductor devices, probes, and interconnects. Some of these applications are now realized in products. Others are demonstrated in early to advanced devices, and one, hydrogen storage, is clouded by controversy. Nanotube cost, polydispersity in nanotube type, and limitations in processing and assembly methods are important barriers for some applications of single-walled nanotubes.","2002","2019-06-11 15:43:05","2019-06-11 15:43:05","","787-792","","5582","297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ZXJN3LJ","book","1990","Beaman, Joseph J; Deckard, Carl R","Selective laser sintering with assisted powder handling","","","","","","","1990","2019-06-11 15:43:05","2019-06-11 15:43:05","","","","","US4938816 A","","","","","US 07/402,693","","","Google Patents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQ563WT9","journalArticle","2014","Beke, Szabolcs; Farkas, Balázs; Romano, Ilaria; Brandi, Fernando","3D scaffold fabrication by mask projection excimer laser stereolithography","Optical Materials Express","","","10.1364/ome.4.002032","http://www.opticsinfobase.org/ome/abstract.cfm?URI=ome-4-10-2032","The production of 3D scaffolds with well-controlled architecture at the micrometer-scale is a fundamental issue for the advancement of tissue engineering towards applications in health care. Stereolithography is a highly versatile and accurate technique to fabricate 3D scaffolds with controlled architectures. Here, a scalable stereolithography method combining mask projection with excimer laser is reported. Its capability is showcased by a variety of mm-sized 3D biodegradable scaffolds patterned with a spatial resolution well-suited for tissue engineering applications. The presented method offers a concrete possibility to scale-up stereolithography-based production of 3D scaffolds to be used in regenerative medicine with potentially high-impact on health care.","2014","2019-06-11 15:43:05","2019-06-11 15:43:05","","2032-2041","","10","4","","","","","","","","","","","","","","","","","","","","","Excimer lasers Lithography Microstructure fabrication Laser materials processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IY4DIC9A","journalArticle","2013","Benight, Stephanie J.; Wang, Chao; Tok, Jeffrey B. H.; Bao, Zhenan","Stretchable and self-healing polymers and devices for electronic skin","Progress in Polymer Science","","0079-6700","http://dx.doi.org/10.1016/j.progpolymsci.2013.08.001","http://www.sciencedirect.com/science/article/pii/S007967001300097X","This review covers some of the most recent advances in stretchable and self-healing polymers and devices for Electronic skin (E-skin) applications. Applications for both stretchable and self-healing materials include, but are not limited to, electronics, displays, energy, the environment, and medicine. While the majority of organic materials can generally be rendered flexible, such materials are not stretchable, which is a key mechanical property necessary to realize applications of E-skin for prosthetics, artificial intelligence, systems for robotics, personal health monitoring, biocompatibility, and communication devices. In our effort to survey materials utilized in various components of an electronic device, we report herein recent advances in stretchable and self-healing conductors, semiconductors, and substrates. We highlight some key technologies recently developed in stretchable organic-based sensors, solar cells, light-emitting diodes, and self-healing electronic devices.","2013","2019-06-11 15:43:05","2019-06-11 15:43:05","","1961-1977","","12","38","","","","","","","","","","","","","","","","","","","","","Stretchable electronics Self-healing Electronic skin PDMS Stretchable conductors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KXM2UJ8L","journalArticle","2005","Bennett *, Roger","Factors associated with student plagiarism in a post‐1992 university","Assessment & Evaluation in Higher Education","","0260-2938","10.1080/0260293042000264244","http://dx.doi.org/10.1080/0260293042000264244","","2005","2019-06-11 15:43:05","2019-06-11 15:43:05","","137-162","","2","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YLSMJRJU","conferencePaper","","Chang, Hung-Pin; Qian, Jiangyuan; Bachman, Mark; Congdon, Philip; Li, Guann-pyng","Novel technique for fabrication of multi-layered microcoils in microelectromechanical systems (MEMS) applications","SPIE's 9th Annual International Symposium on Smart Structures and Materials","","","","","","","2019-06-11 15:43:05","2019-06-11 15:43:05","","187-195","","","","","","","","","","","International Society for Optics and Photonics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLZSP75H","journalArticle","1998","Cheng, HM; Li, Feng; Su, Ge; Pan, HY; He, LL; Sun, X; Dresselhaus, MS","Large-scale and low-cost synthesis of single-walled carbon nanotubes by the catalytic pyrolysis of hydrocarbons","Applied Physics Letters","","0003-6951","","","","1998","2019-06-11 15:43:05","2019-06-11 15:43:05","","3282-3284","","25","72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L2J9R7AJ","journalArticle","2010","Cherenack, Kunigunde; Zysset, Christoph; Kinkeldei, Thomas; Münzenrieder, Niko; Tröster, Gerhard","Woven electronic fibers with sensing and display functions for smart textiles","Advanced Materials","","1521-4095","","","","2010","2019-06-11 15:43:05","2019-06-11 15:43:05","","5178-5182","","45","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3RM84CMM","journalArticle","2010","Cherenack, Kunigunde; Zysset, Christoph; Kinkeldei, Thomas; Münzenrieder, Niko; Tröster, Gerhard","Woven electronic fibers with sensing and display functions for smart textiles","Advanced Materials","","1521-4095","","","","2010","2019-06-11 15:43:06","2019-06-11 15:43:06","","5178-5182","","45","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XFDQFQWB","thesis","2011","Chizari, Kambiz","Synthesis of Nitrogen-doped Carbon Nanotubes: Catalytic Applications","","","","","","","2011","2019-06-11 15:43:06","2019-06-11 15:43:06","","","","","","","","","","","","","","","","","Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WVCV3B62","journalArticle","2012","Chizari, Kambiz; Deneuve, Adrien; Ersen, Ovidiu; Florea, Ileana; Liu, Yu; Edouard, David; Janowska, Izabela; Begin, Dominique; Pham‐Huu, Cuong","Nitrogen‐Doped Carbon Nanotubes as a Highly Active Metal‐Free Catalyst for Selective Oxidation","ChemSusChem","","1864-564X","","","","2012","2019-06-11 15:43:06","2019-06-11 15:43:06","","102-108","","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6TYAZDKR","journalArticle","2010","Chizari, Kambiz; Janowska, Izabela; Houllé, Matthieu; Florea, Ileana; Ersen, Ovidiu; Romero, Thierry; Bernhardt, Pierre; Ledoux, Marc Jacques; Pham-Huu, Cuong","Tuning of nitrogen-doped carbon nanotubes as catalyst support for liquid-phase reaction","Applied Catalysis A: General","","0926-860X","","","","2010","2019-06-11 15:43:06","2019-06-11 15:43:06","","72-80","","1","380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y2ZRKXB5","journalArticle","2013","Chizari, Kambiz; Sundararaj, Uttandaraman","The effects of catalyst on the morphology and physicochemical properties of nitrogen-doped carbon nanotubes","Materials Letters","","0167-577X","","","","2013","2019-06-11 15:43:06","2019-06-11 15:43:06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLDL354K","conferencePaper","","Chizari, K; Therriault, D","Fabrication of Conductive Microfilaments and Liquid Sensor from CNTs/PLA Nanocomposites","Design, Manufacturing and Applications of Composites Tenth Workshop 2014: Proceedings of the Tenth Joint Canada-Japan Workshop on Composites, August 2014, Vancouver, Canada","1-60595-169-2","","","","","","2019-06-11 15:43:06","2019-06-11 15:43:06","","214","","","","","","","","","","","DEStech Publications, Inc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZIW94I3T","conferencePaper","","Chizari, K; Therriault, D","Fabrication of Conductive Microfilaments and Liquid Sensor from CNTs/PLA Nanocomposites","Design, Manufacturing and Applications of Composites Tenth Workshop 2014: Proceedings of the Tenth Joint Canada-Japan Workshop on Composites, August 2014, Vancouver, Canada","1-60595-169-2","","","","","","2019-06-11 15:43:06","2019-06-11 15:43:06","","214","","","","","","","","","","","DEStech Publications, Inc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFCX4L6B","journalArticle","2013","Chizari, Kambiz; Vena, Alexander; Laurentius, Lars; Sundararaj, Uttandaraman","The effect of temperature on the morphology and chemical surface properties of nitrogen-doped carbon nanotubes","Carbon","","0008-6223","","","","2013","2019-06-11 15:43:06","2019-06-11 15:43:06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8ZNJUNDW","journalArticle","2006","Choi, Chang-Hwan; Kim, Chang-Jin","Fabrication of a dense array of tall nanostructures over a large sample area with sidewall profile and tip sharpness control","Nanotechnology","","0957-4484","","","","2006","2019-06-11 15:43:06","2019-06-11 15:43:06","","5326","","21","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GXERJP34","journalArticle","2009","Choudalakis, G.; Gotsis, A. D.","Permeability of polymer/clay nanocomposites: A review","European Polymer Journal","","0014-3057","http://dx.doi.org/10.1016/j.eurpolymj.2009.01.027","http://www.sciencedirect.com/science/article/pii/S0014305709000214","This is a review of the existing studies on the permeability of gas molecules in nanocomposite materials that consist of inorganic platelet-shaped fillers in polymeric matrices. We describe the dominant mechanisms for the transport of small molecules in polymers and polymer nanocomposites, as well as the procedures for the measurement of the permeability and the diffusivity. The emphasis is given on the various models that have been proposed for the prediction of permeability in polymer–clay nanocomposites. The influence of the characteristics of the inorganic particles on the barrier properties of the composite membrane is discussed and tested using the model and the available experimental data. Some aspects on the methods of improving the barrier properties of the nanocomposite are examined and a few applications of these materials as gas barriers are presented.","2009","2019-06-11 15:43:06","2019-06-11 15:43:06","","967-984","","4","45","","","","","","","","","","","","","","","","","","","","","Gas permeability Barrier properties Permeation models Nano-clay Nanocomposite","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZXLLER9M","conferencePaper","","Cima, MJ; Sachs, E; Cima, LG; Yoo, J; Khanuja, S; Borland, SW; Wu, B; Giordano, RA","Computer-derived microstructures by 3D printing: bio-and structural materials","Solid Freeform Fabr. Symp. Proc","","","","","","","2019-06-11 15:43:07","2019-06-11 15:43:07","","181-190","","","","","","","","","","","DTIC Document","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PGKRP68N","journalArticle","2000","Collins, Philip G; Avouris, Phaedon","Nanotubes for electronics","Scientific American","","0036-8733","","","","2000","2019-06-11 15:43:07","2019-06-11 15:43:07","","62-69","","6","283","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AHFIQZX5","book","1992","Crump, S. Scott","Apparatus and method for creating three-dimensional objects","","","","","","","1992-06-09","2019-06-11 15:43:07","2019-06-11 15:43:07","","","","","5,121,329","","","","","429,012","","","Stratasys, Inc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R9G53UGL","book","1992","Crump, S Scott","Apparatus and method for creating three-dimensional objects","","","","","","","1992","2019-06-11 15:43:07","2019-06-11 15:43:07","","","","","US5121329 A","","","","","US 07/429,012","","","Google Patents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K9WDNKUG","journalArticle","2014","Das, Saptarshi; Gulotty, Richard; Sumant, Anirudha V.; Roelofs, Andreas","All Two-Dimensional, Flexible, Transparent, and Thinnest Thin Film Transistor","Nano Letters","","1530-6984","10.1021/nl5009037","http://dx.doi.org/10.1021/nl5009037","","2014","2019-06-11 15:43:07","2019-06-11 15:43:07","","2861-2866","","5","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7SNQHTG8","journalArticle","2009","De, Sukanta; Higgins, Thomas M; Lyons, Philip E; Doherty, Evelyn M; Nirmalraj, Peter N; Blau, Werner J; Boland, John J; Coleman, Jonathan N","Silver nanowire networks as flexible, transparent, conducting films: extremely high DC to optical conductivity ratios","ACS Nano","","1936-0851","","","","2009","2019-06-11 15:43:07","2019-06-11 15:43:07","","1767-1774","","7","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GXRQIDGM","journalArticle","2011","Deneuve, Adrien; Wang, Kun; Janowska, Izabela; Chizari, Kambiz; Edouard, David; Ersen, Ovidiu; Ledoux, Marc-Jacques; Pham-Huu, Cuong","Bucky paper with improved mechanical stability made from vertically aligned carbon nanotubes for desulfurization process","Applied Catalysis A: General","","0926-860X","","","","2011","2019-06-11 15:43:07","2019-06-11 15:43:07","","230-237","","1","400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6YWJ2JA","journalArticle","2011","Deneuve, Adrien; Wang, Kun; Janowska, Izabela; Chizari, Kambiz; Edouard, David; Ersen, Ovidiu; Ledoux, Marc-Jacques; Pham-Huu, Cuong","Bucky paper with improved mechanical stability made from vertically aligned carbon nanotubes for desulfurization process","Applied Catalysis A: General","","0926-860X","http://dx.doi.org/10.1016/j.apcata.2011.04.042","http://www.sciencedirect.com/science/article/pii/S0926860X11002614","Bucky paper (BP) made from vertically aligned carbon nanotubes exhibits a high mechanical strength and flexibility owing to the high aspect ratio of the carbon nanotubes. Such macroscopic material with nanoscopic properties was efficiently used as a catalyst support in the gas-phase desulfurization reaction. The Fe2O3 (3 wt.%) supported on BP exhibits superior stability and activity in H2S oxidation to sulphur compared with other catalysts supported on activated charcoal and carbon felt. The high stability of the Fe2O3/BP catalyst was attributed to the presence of a strong active phase-support interaction which prevents the active phase sintering during operation.","2011","2019-06-11 15:43:07","2019-06-11 15:43:07","","230-237","","1–2","400","","","","","","","","","","","","","","","","","","","","","Bucky paper Aligned carbon nanotubes Carbonaceous catalysts H2S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CA39THCF","thesis","2011","Dermanaki Farahani, Rouhollah","Three-Dimensional Microstructures of Epoxy-Carbon Nanotube Nanocomposites","","","","","","","2011","2019-06-11 15:43:08","2019-06-11 15:43:08","","","","","","","","","","","","","","","","","Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YK6GXLPZ","journalArticle","2007","Durmus, Ali; Kasgoz, Ahmet; Macosko, Christopher W.","Linear low density polyethylene (LLDPE)/clay nanocomposites. Part I: Structural characterization and quantifying clay dispersion by melt rheology","Polymer","","0032-3861","http://dx.doi.org/10.1016/j.polymer.2007.05.074","http://www.sciencedirect.com/science/article/pii/S0032386107005691","In this study, linear low density polyethylene (LLDPE)/clay nanocomposites with various clay content were prepared by melt processing using two different compatibilizers, maleic anhydride grafted polyethylene (PE-g-MA) and oxidized polyethylene (OxPE). Effects of structure and physical properties of the compatibilizers on the clay dispersion and clay amount on the microstructure and physical properties of the nanocomposites were investigated. The OxPE was shown to significantly create interfacial interactions between the polymer phase and clay layers. Rheological behavior of the samples was examined by a dynamic oscillatory rheometry in linear viscoelastic region. Percolation threshold (ϕp) and corresponding aspect ratio (Af) values were determined by analyzing the improvement in storage modulus at low frequency region depending on the clay loading. Lower percolation and higher aspect ratio values were obtained for the sample series prepared with the PE-g-MA than that prepared with the OxPE. Moreover, fractal size of the clay network above the percolation point was determined by the scaling law for physical gelation of colloidal flocks to quantify clay dispersion depending on the compatibilizer structure. It was found that the PE-g-MA yielded better clay dispersion and more exfoliated structure compared to the OxPE. Microstructural characterization of the samples was also characterized by XRD and TEM.","2007","2019-06-11 15:43:08","2019-06-11 15:43:08","","4492-4502","","15","48","","","","","","","","","","","","","","","","","","","","","Polyethylene nanocomposite Oxidized polyethylene Rheology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M4I5KC2L","journalArticle","2008","Durmus, Ali; Kaşgöz, Ahmet; Macosko, Christopher W.","Mechanical Properties of Linear Low‐density Polyethylene (LLDPE)/clay Nanocomposites: Estimation of Aspect Ratio and İnterfacial Strength by Composite Models","Journal of Macromolecular Science, Part B","","0022-2348","10.1080/00222340801957780","http://www.tandfonline.com/doi/abs/10.1080/00222340801957780","","2008","2019-06-11 15:43:08","2019-06-11 15:43:08","","608-619","","3","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHYLSL5R","journalArticle","1992","Ebbesen, TW; Ajayan, PM","Large-scale synthesis of carbon nanotubes","Nature","","0028-0836","","","","1992","2019-06-11 15:43:08","2019-06-11 15:43:08","","220-222","","6383","358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
