"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"APJ74MUP","journalArticle","2018","López-López, Daniel; Araújo, Romeu; Losa-Iglesias, Marta Elena; Becerro-de-Bengoa-Vallejo, Ricardo; Santos, António; Rodríguez-Sanz, David; Calvo-Lobo, César","Influence of custom foot orthoses on venous status: A quasi-experimental study","Journal of the Mechanical Behavior of Biomedical Materials","","17516161","10.1016/j.jmbbm.2017.12.035","https://linkinghub.elsevier.com/retrieve/pii/S1751616117305891","Background: Customized foot orthoses (CFO) have been widely accepted to reduce the frequency of foot problems and postural disorders. The purpose of the research was to compare the inﬂuence of CFO utilization on the venous status among healthy females and males. Methods: This was a quasi-experimental study (NCT03329430), which included 20 healthy subjects that completed all the stages of the process. The subjects showed an age mean of 20.00 ± 1.62 years and were recruited in a foot and ankle specialist center. Self-reported data were medical records and venous function which were evaluated by plethysmography with or without utilization of CFO. Results: A sample of 40 feet was studied, showing statistically signiﬁcant diﬀerences between venous ﬁlling time (P < 0.001) and in the ejection fraction (P < 0.001) with CFO utilization versus without use of CFO. Conclusions: Healthy people who utilize CFO evidenced an increased venous return in the feet. 1. Introduction The eﬀects of customized foot orthoses (CFO) on venous status function is a questionable problem. Biomechanics and foot health are an relevant determinants for control and enhance the ergonomics, the overall health, the quality of life, vulnerability, defenselessness and the autonomy in all people (Uhl et al., 2015; Tedeschi Filho et al., 2012; Potério-Filho et al., 2006).","2018-03","2019-05-21 23:57:44","2019-05-21 23:57:44","2019-05-21 23:57:44","235-238","","","79","","","Influence of custom foot orthoses on venous status","","","","","","","en","","","","","Crossref","","","","C:\Users\momoe\Zotero\storage\2Y7SHB7Y\López-López et al. - 2018 - Influence of custom foot orthoses on venous status.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGPEYTWH","journalArticle","2010","Shibuya, Naohiro; Jupiter, Daniel C.; Ciliberti, Louis J.; VanBuren, Vincent; La Fontaine, Javier","Characteristics of Adult Flatfoot in the United States","The Journal of Foot and Ankle Surgery","","10672516","10.1053/j.jfas.2010.04.001","https://linkinghub.elsevier.com/retrieve/pii/S1067251610001249","Many factors have been suggested to cause ﬂatfoot deformity. The purpose of this study was to identify risk factors for ﬂatfoot deformity, which itself can be a causative factor for other foot and ankle pathologies. The National Health Interview Survey (Podiatry Supplement) from 1990 was analyzed to determine associations of various demographic factors and other foot and ankle pathologies with self-reported ﬂatfoot deformity. We found statistically signiﬁcant (P .05) associations of ﬂatfoot with age, male gender, BMI, white-collar occupation, veteran status, bunion, hammertoe, calluses, arthritis, and poor health. Treatment and prevention of ﬂatfoot may have an effect on an individual’s overall health and occurrence of other foot and ankle pathologies.","2010-07","2019-05-21 23:57:45","2019-05-21 23:57:46","2019-05-21 23:57:45","363-368","","4","49","","","","","","","","","","en","","","","","Crossref","","","","C:\Users\momoe\Zotero\storage\XQHBX5QW\Shibuya et al. - 2010 - Characteristics of Adult Flatfoot in the United St.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCI78NUG","journalArticle","1987","Benveniste, Y.","A new approach to the application of Mori-Tanaka's theory in composite materials","Mechanics of Materials","","01676636","10.1016/0167-6636(87)90005-6","https://linkinghub.elsevier.com/retrieve/pii/0167663687900056","","1987-06","2019-05-23 21:03:08","2019-05-23 21:03:08","2019-05-23 21:03:08","147-157","","2","6","","","","","","","","","","en","","","","","Crossref","","","","C:\Users\momoe\Zotero\storage\WF3NYUCI\Benveniste - 1987 - A new approach to the application of Mori-Tanaka's.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB6PJ5XP","journalArticle","1979","Christensen, R.M.; Lo, K.H.","Solutions for effective shear properties in three phase sphere and cylinder models","Journal of the Mechanics and Physics of Solids","","00225096","10.1016/0022-5096(79)90032-2","https://linkinghub.elsevier.com/retrieve/pii/0022509679900322","","1979-08","2019-05-23 21:03:09","2019-05-23 21:03:10","2019-05-23 21:03:09","315-330","","4","27","","","","","","","","","","en","","","","","Crossref","","","","C:\Users\momoe\Zotero\storage\W36JTGHY\Christensen et Lo - 1979 - Solutions for effective shear properties in three .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGIF6BYC","journalArticle","1963","Hashin, Z.; Shtrikman, S.","A variational approach to the theory of the elastic behaviour of multiphase materials","Journal of the Mechanics and Physics of Solids","","00225096","10.1016/0022-5096(63)90060-7","https://linkinghub.elsevier.com/retrieve/pii/0022509663900607","","1963-03","2019-05-23 21:03:13","2019-05-23 21:03:13","2019-05-23 21:03:13","127-140","","2","11","","","","","","","","","","en","","","","","Crossref","","","","C:\Users\momoe\Zotero\storage\QNELUV5P\Hashin et Shtrikman - 1963 - A variational approach to the theory of the elasti.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4UI45WLQ","journalArticle","1965","Hill, R.","A self-consistent mechanics of composite materials","Journal of the Mechanics and Physics of Solids","","00225096","10.1016/0022-5096(65)90010-4","https://linkinghub.elsevier.com/retrieve/pii/0022509665900104","THE WACROSCOP~C elastic nloduli of two-phase composites arc tstimated by a method that takes account of the inhomogeneity of stress and strain in a way similar to the Hershey-Kriiner theory of crystalline aggregates. The phases may be arbitrarily neolotropic and in any concentrations, but are required to have the character of 8 matrix and cffcctivcly ellipsoidal inclusions. IMailed results arc given for an isotropic dispersion of sphcrcs.","1965-08","2019-05-23 21:03:13","2019-05-23 21:03:14","2019-05-23 21:03:13","213-222","","4","13","","","","","","","","","","en","","","","","Crossref","","","","C:\Users\momoe\Zotero\storage\VFYKRW93\Hill - 1965 - A self-consistent mechanics of composite materials.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269JMBM4","journalArticle","1973","Mori, T; Tanaka, K","Average stress in matrix and average elastic energy of materials with misfitting inclusions","Acta Metallurgica","","00016160","10.1016/0001-6160(73)90064-3","https://linkinghub.elsevier.com/retrieve/pii/0001616073900643","","1973-05","2019-05-23 21:03:14","2019-05-23 21:03:14","2019-05-23 21:03:14","571-574","","5","21","","","","","","","","","","en","","","","","Crossref","","","","C:\Users\momoe\Zotero\storage\Q7BCSRF6\Mori et Tanaka - 1973 - Average stress in matrix and average elastic energ.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YFGKKV6A","journalArticle","1998","Moulinec, H.; Suquet, P.","A numerical method for computing the overall response of nonlinear composites with complex microstructure","Computer Methods in Applied Mechanics and Engineering","","00457825","10.1016/S0045-7825(97)00218-1","https://linkinghub.elsevier.com/retrieve/pii/S0045782597002181","The local and overall responses of nonlinear composites are classically investigated by the Finite Element Method. We propose an alternate method based on Fourier series which avoids meshing and which makes direct use of microstructure images. It is based on the exact expression of the Green function of a linear elastic and homogeneous comparison material. First, the case of elastic nonhomogeneous constituents is considered and an iterative procedure is proposed to solve the Lippman-Schwinger equation which naturally arises in the problem. Then, the method is extended to non-linear constituents by a step-by-step integration in time. The accuracy of the method is assessed by varying the spatial resolution of the microstructures. The flexibility of the method allows it to serve for a large variety of microstructures. 0 1998 Elsevier Science S.A.","1998-04","2019-05-23 21:03:15","2019-05-23 21:03:15","2019-05-23 21:03:15","69-94","","1-2","157","","","","","","","","","","en","","","","","Crossref","","","","C:\Users\momoe\Zotero\storage\W96D7F4M\Moulinec et Suquet - 1998 - A numerical method for computing the overall respo.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JAYNPE3R","journalArticle","1995","Castañeda, P","The effect of spatial distribution on the effective behavior of composite materials and cracked media","Journal of the Mechanics and Physics of Solids","","00225096","10.1016/0022-5096(95)00058-Q","https://linkinghub.elsevier.com/retrieve/pii/002250969500058Q","Estimates of the Hashin-Shtrikman type are developed for the overall moduli of composites consisting of a matrix containing one or more populations of inclusions, when the spatial correlations of inclusion locations take particular “ellipsoidal” forms. Inclusion shapes can be selected independently of the shapes adopted for the spatial correlations. The formulae that result are completely explicit and easy to use. They are likely to be useful, in particular, for composites that have undergone a prior macroscopically uniform large deformation. To the extent that the statistics that are assumed may not be realized exactly, the formulae provide approximations. Since, however, they are derived as variational approximations for composites with some explicit statistics that are realizable, they are free from some of the drawbacks of competitor approximations such as that of Mori and Tanaka (1973 Acta Metall. 21,571-574), which can generate tensors of effective moduli which fail to satisfy a necessary symmetry requirement. The new formulae are also the only ones known that take explicit account, at least approximately, of inclusion shape and spatial distribution independently.","1995-12","2019-05-23 21:03:16","2019-05-23 21:03:17","2019-05-23 21:03:16","1919-1951","","12","43","","","","","","","","","","en","","","","","Crossref","","","","C:\Users\momoe\Zotero\storage\2K5PP62K\Castañeda - 1995 - The effect of spatial distribution on the effectiv.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7L38XWXT","journalArticle","1998","Torquato, S.","Effective stiffness tensor of composite media : II. Applications to isotropic dispersions","Journal of the Mechanics and Physics of Solids","","00225096","10.1016/S0022-5096(97)00083-5","https://linkinghub.elsevier.com/retrieve/pii/S0022509697000835","","1998-08","2019-05-23 21:03:19","2019-05-23 21:03:19","2019-05-23 21:03:19","1411-1440","","8","46","","","Effective stiffness tensor of composite media","","","","","","","en","","","","","Crossref","","","","C:\Users\momoe\Zotero\storage\BK7GZ9SY\Torquato - 1998 - Effective stiffness tensor of composite media  II.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66FGBHVJ","journalArticle","1991","Torquato, S","Random heterogeneous media: Hicrosttucture and improwed bounds on effective properties","","","","","","","1991","2019-05-23 21:03:20","2019-05-23 21:03:20","","40","","2","44","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\momoe\Zotero\storage\5JD733PZ\Torquato - 1991 - Random heterogeneous media Hicrosttucture and imp.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2J9Z39VB","journalArticle","2007","Fratzl, Peter; Weinkamer, Richard","Nature’s hierarchical materials","Progress in Materials Science","","00796425","10.1016/j.pmatsci.2007.06.001","https://linkinghub.elsevier.com/retrieve/pii/S007964250700045X","Many biological tissues, such as wood and bone, are ﬁber composites with a hierarchical structure. Their exceptional mechanical properties are believed to be due to a functional adaptation of the structure at all levels of hierarchy. This article reviews the basic principles involved in designing hierarchical biological materials, such as cellular and composite architectures, adapative growth and as well as remodeling. Some examples that are found to utilize these strategies include wood, bone, tendon, and glass sponges – all of which are discussed.","2007-11","2019-05-23 21:10:23","2019-05-23 21:10:23","2019-05-23 21:10:23","1263-1334","","8","52","","","","","","","","","","en","","","","","Crossref","","","","C:\Users\momoe\Zotero\storage\KRRACZPQ\Fratzl et Weinkamer - 2007 - Nature’s hierarchical materials.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
